Authors,Author full names,Author(s) ID,Title,Link,Abstract,Publisher,title_key,source
"Zhong, B.; Shen, L.; Pan, X.; Lei, L.","Zhong, Botao (23975246400); Shen, Luoxin (57890703700); Pan, Xing (57215208928); Lei, Lei (58407733400)",23975246400; 57890703700; 57215208928; 58407733400,Visual attention framework for identifying semantic information from construction monitoring video,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149302266&partnerID=40&md5=7a92147158d96bd94089857cb130a087,"Construction safety management has been extensively investigated. Construction cameras have been widely adopted to monitor people's performance in construction on-site. However, manually analyzing large quantities of video or image data is time-consuming and labor-intensive. Existing studies mostly focus on single element identification in videos or images, while the deeper semantic understanding of construction scenes with the whole scene is limited. Drawing on the attention mechanism, a framework is proposed to address this problem and identify semantic information such as multiple objects, relationships, and attributes from construction videos. This framework comprises the following two-step modeling approach: (1) a frame extraction model with an interframe difference mechanism is proposed to extract frames/images from construction videos and (2) an image scene understanding model that integrates a ResNet101 “encoder” and an LSTM + Attention “decoder” is put forward to identify semantic information/natural language descriptions from frames/images. Finally, the proposed framework is validated by multiple experiments with offline image datasets of construction scenes. The contributions of this research are twofold: (1) The proposed visual attention framework represents a significant and data-driven advancement in the cross-modal processing of construction video-image-natural language descriptions; (2) The automatic generation of video semantic information facilitates construction safety management such as workers’ safety state estimation and monitoring video/image retrieval and storage. © 2023 Elsevier Ltd",Elsevier B.V.,visual attention framework for identifying semantic information from construction monitoring video,Scopus
"Zhong, D.; Li, W.; Wang, R.; Miao, Z.; Tong, D.","Zhong, Denghua (7102032590); Li, Wenqian (55570387100); Wang, Rui (58603657800); Miao, Zhengjian (55172762400); Tong, Dawei (13609576500)",7102032590; 55570387100; 58603657800; 55172762400; 13609576500,Three-dimensional visual analysis for construction layout of reservoir project,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874066816&partnerID=40&md5=85d9acf8f4b4bed5b0c6c88ab658d3b0,"It is difficult to analyze the inter-relationship for the construction layout of a reservoir project scientifically and intuitively. According to the characteristics of broad field and huge information, the modeling methods of digital terrain and solid model as well as the techniques of texture mapping and scene navigation are adopted. The simulation system is developed by C program language, which includes the functions of the interactive navigation of 3D scene, the visual inquiry of project digital model information, the storage and management of project information. A certain reservoir is taken as a case. The 3D visual analysis for the construction layout and engineering information are obtained. The proposed system is of great advantages in dealing with large amount of information and the method provides a theoretical basis and technical support for the construction layout of a reservoir project. © 2012 Tianjin University and Springer-Verlag Berlin Heidelberg.",,three-dimensional visual analysis for construction layout of reservoir project,Scopus
"Zhong, W.J.","Zhong, Wenjing (55783369800)",55783369800,Network of visual arts and contemporary art pattern reorganization,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879756874&partnerID=40&md5=6038f29b4f56ff01246ca41e485a995c,"This article, based on changes in the pattern of study of contemporary art network of visual arts, contemporary art in the space environment of the network visual arts, visual arts language of visual media, interactive cyberspace realm of art, information and digital communication art platform for contemporary art pattern the basic structure of the reorganization. Through integration of the modern network multi-media production technology and visual vision production method, the traditional art like Painting, Architecture art and Dace could form a new form of art performance and visual language, and enriched the modern context of art dialogue and culture space, which is the new construction of network visual art to the modern art pattern. Compared with the real world, it is virtual and transcendent, however, Network of Visual art provided a real situation of visual experience and psychological experience to a expanding real situation. By the use of network visual space and various visual information, the thinking way and expression platform of modern digital art creation have been extended and expanded. © (2013) Trans Tech Publications, Switzerlan.",,network of visual arts and contemporary art pattern reorganization,"Scopus, WoS"
"Zhou, M.; Shi, J.; Wang, Z.; Ji, X.; Li, Y.","Zhou, Mingduan (25625816600); Shi, Jiayi (57217080488); Wang, Zhongzheng (57963770300); Ji, Xu (57964315300); Li, Yuelan (57964684500)",25625816600; 57217080488; 57963770300; 57964315300; 57964684500,Development of engineering volume estimation analysis software for regulation consumption project of construction and demolition waste,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141828956&partnerID=40&md5=cd59346eaa28e1115d2d9be46d12d449,"The amount of engineering volume estimation is crucial for cost decision of regulation consumption project of construction and demolition waste. In view of the fact that the traditional tool software because of the disadvantage of algorithm model encapsulation, it is difficult to meet the data analysis requirements for regulation consumption project of construction and demolition waste, the algorithm model for regulation consumption project of construction and demolition waste is proposed based on the depth analysis of convex hull polygon generation algorithm, D-TIN model construction algorithm and triangle volume estimation algorithm, and the analysis software named as CWVMS for regulation consumption project of consumption and demolition waste is designed and developed via c# programming language based on the development platform of visual studio 2015. Through the calculation and analysis of engineering example, the correctness of function module design of the CVWMS software is verified, and the proposed algorithm model is effective. The digitization data analysis tool of the volume estimation for regulation consumption project of construction and demolition waste is provided in this paper. © 2022 SPIE.",SPIE,development of engineering volume estimation analysis software for regulation consumption project of construction and demolition waste,Scopus
"Zhou, Y.","Zhou, Yanjun (57553727400)",57553727400,Application of FCM Clustering Algorithm in Digital Library Management System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158118067&partnerID=40&md5=b83ed265703e23477af2cd997703ea86,"In this era of rapid development of science and technology, as the technology, skills, equipment update quickly power generation enterprises, need a large number of high-tech workers to support the business of enterprises. The enterprise has a special library, but due to the space of the library, it is unable to store a large number of professional books and receive the staff who flock to the company after work, which leads to the low efficiency of the library operation and the difficulty of improving the staff's professional knowledge level. If the space of the library is increased and the number of books collected in the library is increased, the difficulty of library management will be increased accordingly. If the reading space of the library is increased, the maintenance of the library becomes more difficult, and all aspects of security will lead to more investment. This paper studies and uses FCM clustering algorithm to realize the construction of digital library. This digital library is composed of advanced software system and hardware facilities. The system software design process adopts three-tier software architecture, based on MVC framework, presented by B/S technology, through the system design software Visual Studio platform and C# language development launched by Microsoft; The hardware technology of the system relies on RFID radio frequency technology and Internet of things technology. The structured data is managed by the SQL SERVER database management system, and the unstructured data is stored and managed by the FTP SERVER. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Springer Science and Business Media Deutschland GmbH,application of fcm clustering algorithm in digital library management system,Scopus
"Zhou, Y.; Xu, Z.; Landreth, C.; Kalogerakis, E.; Maji, S.; Singh, K.","Zhou, Yang (59620619000); Xu, Zhan (57192078387); Landreth, Chris (36884943800); Kalogerakis, Evangelos (15022709300); Maji, Subhransu (23389726300); Singh, Karan S. (57203235879)",59620619000; 57192078387; 36884943800; 15022709300; 23389726300; 57203235879,VisemeNet: Audio-driven animator-centric speech animation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056626092&partnerID=40&md5=7f832281cb6b59d3f342da834d4f75fd,"We present a novel deep-learning based approach to producing animatorcentric speech motion curves that drive a JALI or standard FACS-based production face-rig, directly from input audio. Our three-stage Long Short-Term Memory (LSTM) network architecture is motivated by psycho-linguistic insights: segmenting speech audio into a stream of phonetic-groups is sufficient for viseme construction; speech styles like mumbling or shouting are strongly co-related to the motion of facial landmarks; and animator style is encoded in viseme motion curve profiles. Our contribution is an automatic real-time lip-synchronization from audio solution that integrates seamlessly into existing animation pipelines. We evaluate our results by: cross-validation to ground-truth data; animator critique and edits; visual comparison to recent deep-learning lip-synchronization solutions; and showing our approach to be resilient to diversity in speaker and language. © 2018 Association for Computing Machinery.",Association for Computing Machinery acmhelp@acm.org,visemenet audio-driven animator-centric speech animation,Scopus
"Zhou, Y.; Yan, H.; Ding, K.; Cai, T.; Zhang, Y.","Zhou, Yueyue (59198610300); Yan, Hongping (7403395401); Ding, Kun (57205132565); Cai, Tingting (59197395300); Zhang, Yan (59198120700)",59198610300; 7403395401; 57205132565; 59197395300; 59198120700,Few-Shot Image Classification of Crop Diseases Based on Vision–Language Models,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205297511&partnerID=40&md5=2841fbc87489dc6dcba2758f5d5d43de,"Accurate crop disease classification is crucial for ensuring food security and enhancing agricultural productivity. However, the existing crop disease classification algorithms primarily focus on a single image modality and typically require a large number of samples. Our research counters these issues by using pre-trained Vision–Language Models (VLMs), which enhance the multimodal synergy for better crop disease classification than the traditional unimodal approaches. Firstly, we apply the multimodal model Qwen-VL to generate meticulous textual descriptions for representative disease images selected through clustering from the training set, which will serve as prompt text for generating classifier weights. Compared to solely using the language model for prompt text generation, this approach better captures and conveys fine-grained and image-specific information, thereby enhancing the prompt quality. Secondly, we integrate cross-attention and SE (Squeeze-and-Excitation) Attention into the training-free mode VLCD(Vision-Language model for Crop Disease classification) and the training-required mode VLCD-T (VLCD-Training), respectively, for prompt text processing, enhancing the classifier weights by emphasizing the key text features. The experimental outcomes conclusively prove our method’s heightened classification effectiveness in few-shot crop disease scenarios, tackling the data limitations and intricate disease recognition issues. It offers a pragmatic tool for agricultural pathology and reinforces the smart farming surveillance infrastructure. © 2024 by the authors.",Multidisciplinary Digital Publishing Institute (MDPI),few-shot image classification of crop diseases based on visionlanguage models,Scopus
"Zhou, Z.; Jin, J.; Phadnis, V.; Yuan, X.; Jiang, J.; Qian, X.; Zhou, J.; Huang, Y.; Xu, Z.; Zhang, Y.; Wright, K.; Mayes, J.; Sherwood, M.; Lee, J.; Olwal, A.; Kim, D.; Iyengar, R.; Li, N.; Du, R.","Zhou, Zhongyi (57211682140); Jin, Jing (58238237500); Phadnis, Vrushank Shripad (57204726763); Yuan, Xiuxiu (58236776500); Jiang, Jun (58735292100); Qian, Xun (57215306768); Zhou, Jingtao (58735653600); Huang, Yiyi (58783287400); Xu, Zheng (57191756082); Zhang, Yinda (55924906600); Wright, Kristen (58734567000); Mayes, Jason (58735653500); Sherwood, Mark (58734203200); Lee, Johnny (55812022000); Olwal, Alex (7801329807); Kim, David (56109733800); Iyengar, Ram (58238237600); Li, Na (58237016200); Du, Ruofei (56612823300)",57211682140; 58238237500; 57204726763; 58236776500; 58735292100; 57215306768; 58735653600; 58783287400; 57191756082; 55924906600; 58734567000; 58735653500; 58734203200; 55812022000; 7801329807; 56109733800; 58238237600; 58237016200; 56612823300,Experiencing InstructPipe: Building Multi-modal AI Pipelines via Prompting LLMs and Visual Programming,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194164022&partnerID=40&md5=e01bba6fc023ba84f7fa0f2154fbb20b,"Foundational multi-modal models have democratized AI access, yet the construction of complex, customizable machine learning pipelines by novice users remains a grand challenge. This paper demonstrates a visual programming system that allows novices to rapidly prototype multimodal AI pipelines. We first conducted a formative study with 58 contributors and collected 236 proposals of multimodal AI pipelines that served various practical needs. We then distilled our findings into a design matrix of primitive nodes for prototyping multimodal AI visual programming pipelines, and implemented a system with 65 nodes. To support users' rapid prototyping experience, we built InstructPipe, an AI assistant based on large language models (LLMs) that allows users to generate a pipeline by writing text-based instructions. We believe InstructPipe enhances novice users onboarding experience of visual programming and the controllability of LLMs by offering non-experts a platform to easily update the generation. © 2024 Association for Computing Machinery. All rights reserved.",Association for Computing Machinery,experiencing instructpipe building multi-modal ai pipelines via prompting llms and visual programming,Scopus
"Zhu, B.; Zhu, B.; Li, J.","Zhu, Bing (59331664400); Zhu, Bin (59331535000); Li, Juan (59331800200)",59331664400; 59331535000; 59331800200,Controllable image subtitle generation in electric power construction scenes based on codec,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206467590&partnerID=40&md5=a97b0bdf8c199d569b75933a6eb9b72d,"In the context of power construction, image caption generation leverages deep learning-based encoding and decoding techniques to comprehend image information and convert it into textual descriptions. This approach enhances traditional image analysis by providing preemptive safety warnings and diversifying the output formats. Conventional methods for image caption generation lack controllability and detailed descriptions, and there is a paucity of research focused on image descriptions in power construction scenarios. To address this, this paper proposes a controllable image caption generation optimization method based on an encoder-decoder architecture. A novel feature extraction model is introduced, utilizing the FVCR-CNN (faster and visual commonsense region-convolutional neural network) as the encoder to extract salient and visual commonsense features from the images. The activation function is improved to develop an enhanced M-tanh-based long short-term memory (MT-LSTM) neural network for feature decoding. Finally, a multi-branch decision strategy is employed to optimize the output. The proposed method was trained and tested on a dataset of power scene descriptions using the Ubuntu 16.04 and PyTorch deep learning framework. Experimental results demonstrate a significant improvement in the accuracy of image caption generation, as well as enhanced controllability of scene descriptions, thereby substantially improving the intelligent level of safety management at power construction sites. © 2024 SPIE.",SPIE,controllable image subtitle generation in electric power construction scenes based on codec,Scopus
"Zhu, C.; Yan, Z.; Lin, Y.; Xiong, F.; Tao, Z.","Zhu, Chun (57198886318); Yan, Zhenhai (57210595241); Lin, Yun (56783192700); Xiong, Feng (57212305754); Tao, Zhigang (37018818200)",57198886318; 57210595241; 56783192700; 57212305754; 37018818200,Design and Application of a Monitoring System for a Deep Railway Foundation Pit Project,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071136498&partnerID=40&md5=e4da06971a9adeca94c087ac3d132186,"With the development of urban underground space in China, foundation pits have followed a trend toward larger area and greater depth. To ensure the safe excavation of foundation pits, it is necessary to monitor their deformation and the internal force of supporting structures and then use assessments of pit and building stability to guide construction. This paper introduces the design and development of a safety monitoring and warning system for deep foundation pits and adjacent buildings. The monitoring information management system uses Visual Studio 2013 as its development platform and adopts the SQL and C# programming languages to realize its powerful data management and visualization functions. By combined consideration of the monitoring information and the layout of the measuring points, monitoring data on the deformation of the deep foundation pit, ground subsidence and deformation of adjacent buildings are analyzed comprehensively. The results show that: first, the horizontal deformation of the side wall of the rock foundation pit achieves its peak value when 50% of the excavation has been completed and tends to change steadily after the completion of anchor construction. Second, the ground surface around the Fengjing area exhibits upward vertical deformation closest to the side wall of the foundation pit, and then downward deformation at greater distances from it. The ground surface relatively far from the side wall exhibits settlement. Third, the internal force of a plate-ribbed anchor retaining wall in the Fengjing area becomes greater at greater depths. Finally, the excavation of a rock foundation pit has relatively little influence on the inclination of adjacent buildings. © 2013 IEEE.",Institute of Electrical and Electronics Engineers Inc.,design and application of a monitoring system for a deep railway foundation pit project,Scopus
"Zhu, J.; Li, J.; Li, S.; Yang, Y.; Xing, J.; Shen, Y.; Liang, J.; Zhou, N.","Zhu, Jin (56086403100); Li, Jinyang (60157944200); Li, Shuyan (55267781800); Yang, Yifei (56597513800); Xing, Jincheng (57209224642); Shen, Yi (59849665400); Liang, Jin (59929623500); Zhou, Nan (56567319900)",56086403100; 60157944200; 55267781800; 56597513800; 57209224642; 59849665400; 59929623500; 56567319900,PMNET: Fine-Grained Extraction of Tidal Flat Farmland Based on Sandglass Module Codec for Remote Sensing Fundamental Model,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019986097&partnerID=40&md5=5e7f8cd298a305d631ad5d19065246ac,"As a critical land cover type, tidal flats play an essential role in carbon sequestration, ecological conservation, and disaster risk reduction. However, tidal flat areas exhibit significant spatiotemporal variability due to the dynamic influences of tides, waves, and precipitation. Moreover, the complex characteristics of tidal flat farmlands in high-resolution remote sensing imagery, coupled with the limited capabilities of conventional extraction methods, preclude large-scale, and high-precision farmland delineation. To address this challenge, this study develops a comprehensive tidal flat farmland dataset using high-resolution remote sensing imagery and proposes a novel remote sensing foundation model based on a Sandglass module encoder–decoder architecture. The key contributions of this work encompass four major innovations: 1) Development of a novel lightweight multiscale edge-aware module that integrates learnable gradient operators with parallel multiscale convolutions, effectively suppressing background noise while adaptively enhancing critical edge regions; 2) Construction of an efficient Sandglass encoder–decoder structure employing a lightweight Sandglass network as the feature extraction backbone, combined spatial contextual sensitivity enhancement modules, achieving enhanced feature representation capabilities while reducing parameter count and computational complexity; 3) Introduction of an adaptive feature fusion module that facilitates effective integration of high-level and low-level semantic information through a dynamic weight allocation mechanism, emphasizing useful channel features; 4) Integrating the enhanced Sandglass encoder–decoder model with the large-scale vision-language model CLIP. Experimental validation demonstrates that the proposed model achieves an accuracy of 96.75% and mIoU of 90.42% on the high-resolution tidal flat farmland dataset. So, the model can realize the extraction of fine geographic patches of farmland in the coastal tidal flat area, and the extracted plot data can be used as the base map data for the observation and research of crop phenology, which is of great significance for the precise delineation of crop planting areas. © 2008-2012 IEEE.",Institute of Electrical and Electronics Engineers Inc.,pmnet fine-grained extraction of tidal flat farmland based on sandglass module codec for remote sensing fundamental model,"Scopus, WoS"
"Zhu, L.; Luo, L.","Zhu, Ling (58073717800); Luo, Lu (58350354600)",58073717800; 58350354600,Construction of Guilin Tourism Attention Map and Design of Big Data Service Platform Based on Baidu Index,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146681397&partnerID=40&md5=31a36d3e400bb2b4bb345f9403caf763,This paper visualizes the annual Baidu index of Guilin and tries to develop a big data service platform. The following conclusions are drawn: the overall characteristics of the national network attention to Guilin tourism are large attention base; the design of visual spatial database intelligent query system based on Python language can improve the actual social and commercial benefits of data visualization. Using distributed big data information fusion and feature reorganization technology to realize the heterogeneous fusion design of visual spatial database. © 2022 SPIE.,SPIE,construction of guilin tourism attention map and design of big data service platform based on baidu index,Scopus
"Zhu, N.; Grundy, J.; Hosking, J.","Zhu, Nianping (8324898000); Grundy, John C. (7102156137); Hosking, John G. (7005154879)",8324898000; 7102156137; 7005154879,Pounamu: A meta-tool for multi-view visual language environment construction,https://www.scopus.com/inward/record.uri?eid=2-s2.0-16244369455&partnerID=40&md5=6b6f8aed1fd2e22d43a7e0ccc7f95de9,"We describe a meta tool for specification and generation of multiple view visual tools. The tool permits rapid specification of visual notational elements, the tool information model, visual editors, the relationship between notational and model elements, and behaviour. Tools are generated on the fly and can be used for modelling immediately. Changes to the meta tool specification are immediately reflected in tool instances. © 2004 IEEE.",,pounamu a meta-tool for multi-view visual language environment construction,"Scopus, WoS"
"Zhu, X.","Zhu, Xuejun (60145481600)",60145481600,Design of Visual New Media Generation Art Interaction System Based on Processing and GPU,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019321296&partnerID=40&md5=3ef32d324622dbe084baaa32d5a5f9c1,"The delay in the transmission of artistic information is the main obstacle that affects the visual new media interaction effect to meet practical standards. To overcome this problem, this article designs a visual new media generation art interaction system based on Processing programming language and GPU acceleration. The system achieves modular design by optimizing the real-time communication between the interactive classifier structure, new media information rendering module, GPU graphics processing module, and visual art display module. On the basis of Processing, we defined encoding units and developed specific programming mechanisms in conjunction with artistic information parameters. Subsequently, by integrating interactive processing mapping functions, effective interactive processing of artistic information was achieved. Based on the relevant hardware architecture, we have completed the construction of a visual new media generation art interaction system based on Processing and GPU. The experimental results show that the application of this system can control the difference between the real-time transmission rate of art information and the standard transmission rate within the range of 0 to 0.15 Mb/s, thus meeting the practical application requirements of real-time interactive visual new media information. © ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering 2026.",Springer Science and Business Media Deutschland GmbH,design of visual new media generation art interaction system based on processing and gpu,Scopus
"Zhuang, Y.; Kao, J.-H.; Liu, K.-S.; Lin, C.-Y.","Zhuang, Yungyu (55292760400); Kao, Juihsiang (7201375660); Liu, Kuanshang (58019601000); Lin, Chia Yu (59218580200)",55292760400; 7201375660; 58019601000; 59218580200,Using User-Defined Domain-Specific Visual Languages to Modularize Programs for Conducting Experiments,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144160273&partnerID=40&md5=5a9988227c1a583c6085f72a13de2be4,"Experimental programs for conducting related scientific computing or engineering simulations often share common steps but differ in their workflows. Although switching between different workflows within a single program is possible, those switches prevent from understanding the individual experimental workflows. To domain experts, it is usu-ally tricky to modularize experimental programs for maintenance and comprehension. Suppose common steps in these workflows can be wrapped up as components in a tiny visual language. The experiments can be expressed as programs written in that language and even constructed by drag-and-drop. It not only hides implementation details in each step but also improves program comprehension. However, existing domain-specific visual languages (DSVLs) are not targeted for full customization so far as we know. We propose customizing a user-defined DSVL to represent different experimental workflows and fol-low Dijkstra's sequencing discipline in structured programming to develop a proof-of-concept framework. For discussion, a tiny DSVL for running wind turbine system simula-tion was then built upon as an example, and a comparison with existing visual frameworks was made based on diagram style, component set, and program construction. Our approach can help domain experts to express the experimental concern and quickly construct pro-grams for running related experiments. Supporting complex syntax and parallel computing are included in our future work. © 2022 Institute of Information Science. All rights reserved.",Institute of Information Science,using user-defined domain-specific visual languages to modularize programs for conducting experiments,"Scopus, WoS"
"Zhulkovskyi, O.A.; Panteikov, S.P.; Zhulkovska, I.I.","Zhulkovskyi, Oleg (15074405500); Panteikov, S. P. (15045174800); Zhulkovska, Inna (6504685150)",15074405500; 15045174800; 6504685150,Information-Modeling Forecasting System for Thermal Mode of Top Converter Lance,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139206731&partnerID=40&md5=807e3c8c2398e1a76846a32cd747fdc0,"Abstract—On the basis of mathematical modeling and object-oriented programming, a computer information-modeling forecasting system (IMFS) for thermal mode of top lance barrel (TLB) of oxygen converter was developed in order to fulfill the urgent and economically feasible task of determining the compliance of input technological parameters with certain safety criteria for conducting converter melting. The program was created in the form of a Windows-oriented application by refining the previously developed mathematical model of the temperature mode of the top converter lance barrel using the object-oriented programming language C# in Microsoft Visual Studio 2019 IDE. The mathematical model provides the solution of differential heat conduction equation in cylindrical coordinates (two-dimensional formulation) with assignment of the initial (temperature distribution in the computational domain) and boundary conditions of the II and III kind (respectively, on the outer and inner surfaces of the TLB). The finite difference approximation of the heat conduction equation and boundary conditions was obtained by the integro-interpolation method (balance method). A numerical sweep method (modified Gauss method) and an unconditionally stable implicit scheme were used to calculate the temperature field. Thermophysical values were obtained by approximating the corresponding tabular values. The application does not put forward special requirements for the computer infrastructure, operates locally (without the need for access to Internet), does not require special skills to work with it, having an intuitive user interface: the working area of the program consists of three windows (sections), in which the results of calculating the thermal mode of the TLB are displayed. The developed IMFS allows evaluating the design and technological parameters of the top blowing device as a criterion for its safe operation. Its application in the “advisor” mode ensures the optimal design of the top oxygen lances with a rational water-cooling system in order to ensure the proper thermal mode of the TLB throughout the entire operation period, as well as trouble-free operation of the blowing device, which is especially important for the conditions of converter shops in Ukraine equipped with outdated designs of top lances with low service life. © 2022, Allerton Press, Inc.",Pleiades Publishing,information-modeling forecasting system for thermal mode of top converter lance,Scopus
"Zörrer, H.; Propst, M.; Weichhart, G.; Pichler, A.; Strohmeier, F.; Schmoigl-Tonis, M.","Zörrer, Helmut (57194060893); Propst, Matthias (57224360327); Weichhart, Georg (22434267800); Pichler, Andreas (7004603934); Strohmeier, Felix (49864495300); Schmoigl-Tonis, Mathias (58025176100)",57194060893; 57224360327; 22434267800; 7004603934; 49864495300; 58025176100,ROBxTASK RTE - a lightweight runtime environment to implement collaborative processes across different robotic systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144549056&partnerID=40&md5=cf9fd255ba883c099922c89b0ee50761,"In the research project ROBxTASK a platform is being developed that allows users to define robotic workflows using the visual programming language Google Blockly. Users can create custom agent code to call the skills of the robotic systems, send/receive messages between agents and thus orchestrate workflows for multiple agents. To meet these requirements, a simple runtime environment (RTE) is developed in Python to enable the integration of various robot infrastructures into an overall architecture. This RTE provides communication between agents, simple service discovery and dispatching, testability without hardware, logging and monitoring of processes, and requires only an MQTT broker as minimal infrastructure. Using an industrial part delivery use case, we show how this simple RTE can be used to develop autonomous, self-mediated, collaborative robotic workflows, as well as to integrate human operators into decision-making processes. © © 2022 The Authors. This is an open access article under the CC BY-NC-ND license.",Elsevier B.V.,robxtask rte - a lightweight runtime environment to implement collaborative processes across different robotic systems,Scopus
"Zou, B.; Xu, X.; Zhang, L.","Zou, Bin (55684454000); Xu, Xiaofang (57193869769); Zhang, Lamei (56040361700)",55684454000; 57193869769; 56040361700,Object-Based Classification of PolSAR Images Based on Spatial and Semantic Features,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081075590&partnerID=40&md5=ffe91b8a1c2c16a174e6b5c1297e538b,"High-resolution polarimatric synthetic aperture radar (PolSAR) images can provide more detail information on land-cover types and increase the image complexity at the same time. Traditionally, pixel-based image classification that takes image pixel as a processing unit cannot make full use of various features contained in high-resolution remote sensing images, and thus may not obtain satisfactory results. Hence, object-based image classification (OBIC) methods using image objects as processing units have been introduced into the PolSAR image classification. However, current researches on OBIC methods for PolSAR images usually could not take advantage of multiscale information of image objects, leading to some results that are not as satisfactory as expected. In this article, a multilevel image description consisting of proposed pixel-level spatial and object-level semantic features is developed for OBIC of PolSAR images. At the image pixel level, based on th combination of polarimetric and morphological image descriptions, polarimetric morphological profiles are developed to describe pixel-level spatial features. At the image object level, based on the construction of object adjacent graph, an object-level semantic indicator is proposed, which takes into account the contextual neighborhood of image objects. Finally, the proposed pixel-level spatial and object-level semantic features are integrated and incorporated in an OBIC scheme for the PolSAR image classification. Two fully polarized datasets acquired by ESAR and uninhabited airborne vehicle synthetic aperture radar (UAVSAR), respectively, are adopted to evaluate the effectiveness of the proposed method. The experimental results validate that the comprehensive utilization of both pixel-level and object-level features can effectively improve the OBIC accuracy of PolSAR images. © 2008-2012 IEEE.",Institute of Electrical and Electronics Engineers,object-based classification of polsar images based on spatial and semantic features,"Scopus, WoS"
"Zou, H.; Lu, Q.C.; Durack, J.C.; Chao, C.; Strasberg, H.R.; Zhang, Y.; Tsai, M.; Melmon, K.; Hahn, J.S.","Zou, H. (57209171324); Lu, Q. C. (57209169898); Durack, Jeremy C. (6506212772); Chao, C. (57209170859); Strasberg, Howard R. (6603352440); Zhang, Y. (57209171655); Tsai, M. (57220949578); Melmon, Kenneth L. (7005512159); Hahn, J. S. (57209170748)",57209171324; 57209169898; 6506212772; 57209170859; 6603352440; 57209171655; 57220949578; 7005512159; 57209170748,Structured data management--the design and implementation of a web-based video archive prototype.,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035747891&partnerID=40&md5=e15900596f7cc73eaec883145c808d94,"In response to the lack of readily available multimedia rich medical knowledge sources to support medical education and patient care, we designed and implemented a web-based video publishing platform. In order to promote the development of high-quality, up-to-date educational content, we have devised a scalable structure that allows online submissions and continuous updating of video and accompanying textual descriptions. Our goal is to enable experts in varied medical domains to collaborate in the construction of a video library using an intuitive web-based interface. Neurologists at Stanford built a well-annotated neurology video collection that initially emphasized childhood and adult movement disorders. The collection may be accessed either as a stand-alone resource or as part of the Stanford Skolar MD, an integrated online medical knowledge provider. This manuscript discusses the design framework and implementation details of structured media content development. We present examples illustrating media data collection, content indexing using UMLS concepts, media storage, and web presentation.",,structured data management--the design and implementation of a web-based video archive prototype,Scopus
"Zou, K.","Zou, Kejin (57219307723)",57219307723,Construction of New Cultural and Creative Intelligent Data Platform in Changbai Mountain,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092172824&partnerID=40&md5=8db1f33902b875cfe4d419aa356e3b85,"Changbai Mountain new cultural and creative intelligent data platform is based on Changbai Mountain regional culture. It divides the data into four functional modules: “landscape guide,” “science popularization of animals and plants,” “myths and legends” and “food culture”. It is built by offline Changbai Mountain IP and designed by cultural tourism derivatives. On line, through image recognition and scanning of IP hand-painted creative patterns, it links WeChat programs and applies AR, VR, voice synthesis, artificial intelligence dialogue, natural language analysis and processing, data analysis, Web crawler and other technologies are used for intelligent guide, popular science reading, cultural introduction and food appreciation of scenic spots; finally, the cloud platform collects the behavior information of tourists, conducts big data sorting and analysis, and generates visual results. The construction of the platform will promote the combination of traditional tourism industry and digital technology, improves the cultural tourism industry chain with tourism big data as the core, and promotes the development of local economy. © 2020, Springer Nature Singapore Pte Ltd.",Springer Science and Business Media Deutschland GmbH,construction of new cultural and creative intelligent data platform in changbai mountain,Scopus
